Album_ID,Album_Name,Album_Artists,Album_Songs,Album_Song_IDs
5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,"['Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift', 'Taylor Swift']","['Fortnight (feat. Post Malone)', 'The Tortured Poets Department', 'My Boy Only Breaks His Favorite Toys', 'Down Bad', 'So Long, London', 'But Daddy I Love Him', 'Fresh Out The Slammer', 'Florida!!! (feat. Florence + The Machine)', 'Guilty as Sin?', 'Who’s Afraid of Little Old Me?', 'I Can Fix Him (No Really I Can)', 'loml', 'I Can Do It With a Broken Heart', 'The Smallest Man Who Ever Lived', 'The Alchemy', 'Clara Bow', 'The Black Dog', 'imgonnagetyouback', 'The Albatross', 'Chloe or Sam or Sophia or Marcus', 'How Did It End?', 'So High School', 'I Hate It Here', 'thanK you aIMee', ""I Look in People's Windows"", 'The Prophecy', 'Cassandra', 'Peter', 'The Bolter', 'Robin', 'The Manuscript']","['6dODwocEuGzHAavXqTbwHv', '4PdLaGZubp4lghChqp8erB', '7uGYWMwRy24dm7RUDDhUlD', '1kbEbBdEgQdQeLXCJh28pJ', '7wAkQFShJ27V8362MqevQr', '4QMgEffJQuKtjCNvqfRZ0m', '7IWcDWOfiooH5hRs9XOVYz', '5ExOm0dh4NyRyAdSAO9hyM', '799KrpEbhZp0MHeiA8YK9P', '2d8UxVNhJinc8uat9PoM9y', '5chnRTB9qMK3W1M41SnU9s', '3YkNIrAvbKNrrwwEd7NVLl', '2fPvQfGQEZOKtJ9qXeL4x8', '1xtw1krCR6Dw2KwkXw5z63', '1tuNqJOtRQVHvONR8Lg3MZ', '4d9PtIEVij9jW5OaLinH66', '62E2nR0od0M5HYxuYLaDz7', '1kcwpPDQnqEqmezzXdJTCP', '4EF6IyONolQy0bIQXm2EmX', '1rmEsOezwf2lmIZTMAO5Ag', '5Bedn0svl0ZD7RGmJkmKKw', '7Mts0OfPorF4iwOomvfqn1', '3hlGuz3loYoLfI3bpwieWq', '7ogK4lJDVDMU6A6vYR5rvD', '1Zai5UJ2di3qEuR2HeT2s8', '18WFFUIsewmA8g31KAeo3e', '0g4fMVo4JjwnIpTfFfLdxS', '3zMDGj4D8ogaYgAIZPeU7S', '2913xXOVAIDAqxzV2g4VcU', '2CnjDMdpRjlWv04Xk3s6MW', '1DTRUYVd8rYpla9hhVVwjo']"
1Q5WON8dw2JFLP5JVQXu1e,SOS Deluxe: LANA,"['SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA']","['No More Hiding', 'What Do I Do', '30 For 30 (with Kendrick Lamar)', 'Diamond Boy (DTM)', 'BMF', 'Scorsese Baby Daddy', 'Love Me 4 Me', 'Chill Baby', 'My Turn', 'Crybaby', 'Kitchen', 'Get Behind Me (Interlude)', 'Drive', 'Another Life', 'Saturn', 'Joni (feat. Don Toliver)', 'Take You Down', 'Open Arms (just SZA)', 'PSA', 'SOS', 'Kill Bill', 'Seek & Destroy', 'Low', 'Love Language', 'Blind', 'Used (feat. Don Toliver)', 'Snooze', 'Notice Me', 'Gone Girl', 'Smoking on my Ex Pack', 'Ghost in the Machine (feat. Phoebe Bridgers)', 'F2F', 'Nobody Gets Me', 'Conceited', 'Special', 'Too Late', 'Far', 'Shirt', 'Open Arms (feat. Travis Scott)', 'I Hate U', 'Good Days', ""Forgiveless (feat. Ol' Dirty Bastard)""]","['6gofCueySlBTKWFkOntP2F', '5Wl7p7TylkA7Kec3HV0i5b', '3rXZ1j7QTXphBCavJDBZXz', '2kwtmk3MEM1rJ2ROBlDPJm', '6uhsCywVYs0A9wWf0IE81N', '1TmxBpnOfi6Qo76EubG57l', '0ubNlPTaQkfNWkFO9Q9MOt', '5MJzPVpmuQenwmnW4tvqxN', '0wa75FDB0wR2Y4JDe1Fw2m', '0lYhn8BHyws0nEVMu7xejq', '31tVhNpdfsOhZKDhNXul7k', '7BidXxXMEtU3eUM2026i2p', '2xCb1jIzhLMm8DYcAVK6UY', '6YDeZ8E4Sq63omeicaKbgS', '63VqnjTVYJiwVoUm0OCdy6', '5Hi7mKvhNYvk4PIURtuY42', '0sbjvSYXqzLiMPID9FPYjL', '0uQHm4CLatNbvDFHt1Ystl', '0IrFjSpWJzYsZ9UeZxqdgt', '06e2HGTj1BDaYXpoZfjZXe', '3H4cb2lPEyy4aZpTe2fEVR', '4zOPArZLwtEOmO9j8MShZn', '0oHpC6dC6BttGjCIy6QZCQ', '0GfZGTwyNN60MkT6Y8nYxR', '4hQZagqV8FDgv1AT7YI2UQ', '0PUuSEqeck8cjsOxaz2doK', '75on2JOaUTVhYyCKrNNClY', '1gawvjMapArpeEUZqGkd5v', '4gGbsL4iWlzJOQKU5kHuHC', '3uwXz27XzLThFbb1gxi9Jw', '2QBV3XjGydIcv0AreMde82', '2gHXygWl8JlfwcRNYByAAA', '3FGmCXOZ98mRRlFjc8hFPV', '3yrvxbC6ExiZOOifjjj4IP', '2boRz9b1v7BP3uQ9XjW4MR', '0no8XIKjdzNqJ1Iu4MVTyo', '6hKMPTw0Y0B17M6Z0KM3dp', '5cLQfnqXmb0GR6nEdebvDI', '7krNZE9zJYqbtybxI3RDfn', '1Z9n0xqjQmNPEUWTZpDKhM', '78taBbkW8AioCyPx8lWZR1', '5aag1gsQdMtf7arZrR2jY2']"
76290XdXVF9rPzGdNRWdCh,Ctrl,"['SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA', 'SZA']","['Supermodel', 'Love Galore (feat. Travis Scott)', 'Doves In The Wind (feat. Kendrick Lamar)', 'Drew Barrymore', 'Prom', 'The Weekend', 'Go Gina', 'Garden (Say It Like Dat)', 'Broken Clocks', 'Anything', 'Wavy (Interlude) (feat. James Fauntleroy)', 'Normal Girl', 'Pretty Little Birds (feat. Isaiah Rashad)', '20 Something']","['5wTVNpi5WDByxBgKgUE6MU', '0q75NwOoFiARAVp4EXU4Bs', '593W4qZOwwdqF6YnimJjL6', '06u5LrUpbosQlQ1QJFhPpG', '5yvhdo8FXbBsIllxv2Rr94', '6gU9OKjOE7ghfEd55oRO57', '6Vmow8PuUaU7W1T2WWLZk2', '19woxaSpjOefa2JnAOoqW5', '2fXwCWkh6YG5zU1IyvQrbs', '0336UwEBwBBao8uWCuugYr', '3LcoHjgdNl4xtWVaJGSA1p', '5fQBa4wkmq28xpSLOQ202K', '1IgePMOW0qEe1AViWgkal9', '4h6ViRoztTBpWcJ1zFT9Zg']"
35dut3ICqF3NEDkjxfzJJ1,Starboy (Deluxe),"['The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd']","['Starboy (feat. Daft Punk)', 'Party Monster', 'False Alarm', 'Reminder', 'Rockin’', 'Secrets', 'True Colors', 'Stargirl Interlude (feat. Lana Del Rey)', 'Sidewalks (feat. Kendrick Lamar)', 'Six Feet Under', 'Love To Lay', 'A Lonely Night', 'Attention', 'Ordinary Life', 'Nothing Without You', 'All I Know (feat. Future)', 'Die For You', 'I Feel It Coming (feat. Daft Punk)', 'Die For You (with Ariana Grande) - Remix', 'Starboy (feat. Daft Punk) - Kygo Remix', 'Reminder (feat. A$AP Rocky & Young Thug) - Remix']","['76yLBykniz0SSNv0jj17M2', '6fSvz9yrQY407xmr7cdjuA', '4k47x4UkxG215nFLMFna8A', '4zHa39io9pjsiAE6LwM2NH', '3mynPhglTz2Ggh8SxA34kR', '36K5mnqwfxGS0rvxz7FPyq', '2QRvliBEcGIEgTrjVfxmXo', '3CktmDvZGj21m3pNFj5Lr3', '3r5lHFACTti0w2REN5tcrn', '4QYEtbfsqusrXN5A49LG53', '5ejT19NfiINj4cFmjRHwAC', '5HFQB9ENLGBHTci7xPmLk6', '2DsrtZoRxeHdCSGRlQVQtj', '09mBPwUMt1TXNtneqvmZZ5', '3iPmwJh56xbDF7Xduimf0d', '3Xz0rSC29WbaobyJQfeYsp', '0awWj9Wzj375IL5etqa1Dk', '0yi180gAOIJhcRo7wY4Htl', '4W4fNrZYkobj539TOWsLO2', '3DCc4HPrVukBeaDGe3Cosk', '2rlEZYWZFE84YTbrwypBr0']"
4yP0hdKOZPNshxUOjY0cZj,After Hours,"['The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd']","['Alone Again', 'Too Late', 'Hardest To Love', 'Scared To Live', 'Snowchild', 'Escape From LA', 'Heartless', 'Faith', 'Blinding Lights', 'In Your Eyes', 'Save Your Tears', 'Repeat After Me (Interlude)', 'After Hours', 'Until I Bleed Out']","['6b5P51m8xx2XA6U7sdNZ5E', '2K9Ovn1o2bTGqbsABGC6m3', '6kWxIqQDsKFYCJGbU4AjCX', '4BGZF4oLbTL0pWm7C18pbv', '3WlbeuhfRSqU7ylK2Ui5U7', '1sOW4PuG5X3Ie3EXUhAopJ', '6bnF93Rx87YqUBLSgjiMU8', '3orEOtd8CPL8GFlpRpKuoE', '0VjIjW4GlUZAMYd2vXMi3b', '7szuecWAPwGoV1e5vGu8tl', '5QO79kh1waicV47BqGRL3g', '40U8d12pC5UHqmHwXjHjjl', '2p8IUWQDrpjuFltbdgLOag', '2BcnxwxBuar5wjCaLqm5N3']"
0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,"['The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd']","['Real Life', 'Losers', 'Tell Your Friends', 'Often', 'The Hills', 'Acquainted', ""Can't Feel My Face"", 'Shameless', 'Earned It (Fifty Shades Of Grey)', 'In The Night', 'As You Are', 'Dark Times', 'Prisoner', 'Angel']","['03j354P848KtNU2FVSwkDG', '1bAvtmTl0F9loyz9AwPwp7', '1mhVXWduD8ReDwusfaHNwU', '4PhsKqMdgMEUSstTDAmMpg', '7fBv7CLKzipRk6EC6TWHOB', '7uJH0YdSZL6psjxI6Xy08b', '22VdIZQfgXJea34mQxlt81', '6C6fHTuFUxVtJpBOOaMvJr', '4frLb7nWtsz2ymBE6k2GRP', '25KybV9BOUlvcnv7nN3Pyo', '3H3qBumaYj67PT3aMEBvAP', '6J7PIkhtHwmFjPLq0SyuPj', '1gZADNt16Oh23jWyMYRk4p', '0wzPHTgOtFIDhk2rD3Au4x']"
2nLOHgzXzwFEpl62zAgCEC,Dawn FM,"['The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd']","['Dawn FM', 'Gasoline', 'How Do I Make You Love Me?', 'Take My Breath', 'Sacrifice', 'A Tale By Quincy', 'Out of Time', 'Here We Go… Again (feat. Tyler, the Creator)', 'Best Friends', 'Is There Someone Else?', 'Starry Eyes', 'Every Angel is Terrifying', 'Don’t Break My Heart', 'I Heard You’re Married (feat. Lil Wayne)', 'Less Than Zero', 'Phantom Regret by Jim']","['6krYS8KtmNAYyb5uTZiYW4', '3KyKxJ4P3pVCgaZwaq2rUC', '2Ghp894n1laIf2w98VeAOJ', '2vgUijXOTRMnWXDtvgMp2b', '1nH2PkJL1XoUq8oE6tBZoU', '759ndr57jb0URg4j9YSWml', '2SLwbpExuoBDZBpjfefCtV', '1NhjYYcYTRywc0di98xHxf', '1E5Xu8dur0fAjSP1VpVhAZ', '0mL82sxCRjrs3br407IdJh', '6zzdyvVWjGrQBraSvuqJPY', '3vJcz8exedHCjQ9ed95NqU', '6a4GH1gljLL7VvmO9u5O92', '5XbA7TAqsD0fj0dGBrbb0D', '2D4dV2KXDTszzJ3p3cFqhA', '1NlK2NtpuUazpziLhnJwEV']"
4qZBW3f2Q8y0k1A84d4iAO,"My Dear Melancholy,","['The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd', 'The Weeknd']","['Call Out My Name', 'Try Me', 'Wasted Times', 'I Was Never There', 'Hurt You', 'Privilege', 'Call Out My Name - A Cappella']","['09mEdoA6zrmBPgTEN5qXmN', '4ppTAJUbNXELZcoUaL90wo', '7DKS0rX27cCEPsK0R6tFWS', '1cKHdTo9u0ZymJdPGSh6nq', '6QdnKD1zwEgyOWtkrdzlOF', '0Nwar8rweBUyfyuoyjjUvk', '5PTfZsGlsDDPH8i3PdQnXJ']"
0rmhjUgoVa17LZuS8xWQ3v,Pure Heroine,"['Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde']","['Tennis Court', '400 Lux', 'Royals', 'Ribs', 'Buzzcut Season', 'Team', 'Glory And Gore', 'Still Sane', 'White Teeth Teens', 'A World Alone']","['74fpNVAJrKGQuqHETi4WSt', '6rjtB7KSIiJ6v9vrACMlqF', '2dLLR6qlu5UJ5gk0dKz0h3', '2MvvoeRt8NcOXWESkxWn3g', '51QEyJI5M7uyd8DOh9tqQY', '3G6hD9B2ZHOsgf4WfNu7X1', '60jI0JgMLLj1VggHJVhtRs', '5TRZnGsX49uCZkXxIbD7Ru', '35kahykNu00FPysz3C2euR', '55N0YHhO55Q1lWsc4dDPcI']"
2B87zXm9bOWvAJdkJBTpzF,Melodrama,"['Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde']","['Green Light', 'Sober', 'Homemade Dynamite', 'The Louvre', 'Liability', 'Hard Feelings/Loveless', 'Sober II (Melodrama)', 'Writer In The Dark', 'Supercut', 'Liability (Reprise)', 'Perfect Places']","['6ie2Bw3xLj2JcGowOlcMhb', '7eElVgPcxDqmgGrSwVFI74', '02oAUzv4M0ItuTDy2RT3IT', '5q4BpnMrYEFzLO0dYODj6J', '6Kkt27YmFyIFrcX3QXFi2o', '1Dp7JGFNjvg8Nk0CtMCcnr', '54ucfuN596MU25jQD3KjCL', '193Dm5SqYy3hTSbuzxbwKc', '6K8VQ84MqhsoakN5MjrnVR', '6lFDB0BFDRV58qaQDX85jV', '7ARveOiD31w2Nq0n5FsSf8']"
4SBl4zvNIL4H137YRf2P0J,Solar Power,"['Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde', 'Lorde']","['The Path', 'Solar Power', 'California', 'Stoned at the Nail Salon', 'Fallen Fruit', ""Secrets from a Girl (Who's Seen it All)"", 'The Man with the Axe', 'Dominoes', 'Big Star', 'Leader of a New Regime', 'Mood Ring', 'Oceanic Feeling']","['7JqqIi2ktnsNkYdQhKSCrz', '7s2kWabRM60W9I61HpKg8C', '4TYPnvjBbEfcDkk1UxpvYB', '38Zs2b75JPNB2tS7O7JQnS', '5iUnomffoLeQsdlY2k5TDU', '1toRu029yjgrleWg2w3gNU', '2mP9lPo7pv9k2HTVutEisM', '78Sn3YMeqUgJBoe6zt940Z', '2qWVIatUtl2xMCHEvn4j7j', '6vLf0MjsXzrr3WIOWK9N9j', '7rb4dcBfW0m1LQQcDCh4Hv', '6kj8TeHSns33wt1Z1wdmMx']"
59ULskOkBMij4zL8pS7mi0,19,"['Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele']","['Daydreamer', 'Best for Last', 'Chasing Pavements', 'Cold Shoulder', 'Crazy For You', 'Melt My Heart to Stone', 'First Love', 'Right As Rain', 'Make You Feel My Love', 'My Same', 'Tired', 'Hometown Glory']","['1JZkTZEXkLvkR2oQ9PSKuO', '6R3jZOdowU5PKFlLTcQogn', '56pHllZT7QOacB0bP56ofx', '7qxPZTCgQaAe76yhl06vik', '4ctqnEqD3gtjIGouiZaxOH', '1Ujuabe6tYXRDgmTk9j3K9', '4I3FyrIM4E9I2MYm533VmJ', '6oW04c2E7lebl09WHsBAWO', '5FgPwJ7Nh2FVmIXviKl2VF', '5IXOdt9lH8dv9tEHV1VGoK', '6ONMnNDySnCsJPBcXWNU05', '19QzuPTNZHJ2SEu5LCQTGI']"
0Lg1uZvI312TPqxNWShFXL,21,"['Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele']","['Rolling in the Deep', 'Rumour Has It', 'Turning Tables', ""Don't You Remember"", 'Set Fire to the Rain', ""He Won't Go"", 'Take It All', ""I'll Be Waiting"", 'One And Only', 'Lovesong', 'Someone Like You']","['1c8gk2PeTE04A1pIDH9YMk', '2A73XBDBQgmdXO8VsXPWIs', '4oy98QoABnGKpvapDkI525', '4RyjMERDcCJHTkFpXzgUw4', '73CMRj62VK8nUS4ezD2wvi', '3uVsdnIglL7aTjm8X08J0M', '08YJEcxGtYXwCGqXMZDiyQ', '5AKAyMEL5LqCkafztPdBSI', '43dcCpx19I0R4zLr4KH1UC', '7nm6DlSzzJTH1rk2e6EgJz', '1zwMYTA5nlNjZxYrvBB2pV']"
3AvPX1B1HiFROvYjLb5Qwi,25,"['Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele']","['Hello', 'Send My Love (To Your New Lover)', 'I Miss You', 'When We Were Young', 'Remedy', 'Water Under the Bridge', 'River Lea', 'Love In The Dark', 'Million Years Ago', 'All I Ask', 'Sweetest Devotion']","['62PaSfnXSMyLshYJrlTuL3', '0t7fVeEJxO2Xi4H2K5Svc9', '6QSJvH2m7QLAiFIywwzCVi', '7GgWAITsYJaRM3r50rfh5w', '5CjKwY7FUJgKSwTVzoQIaU', '4jL6WWKFDqCOPo2hC3VhSS', '3hwu7jZD2TjvWCeHzNlgSE', '7B5Npv8NjjTCzk8PLpU66h', '0ijHEBUBXIJPp5ubUkDLQi', '05TOt5Vz4StdjMpEdFPlvB', '10tHyoc3wSA5scOVZuMcFm']"
21jF5jlMtzo94wbxmJ18aa,30,"['Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele', 'Adele']","['Strangers By Nature', 'Easy On Me', 'My Little Love', 'Cry Your Heart Out', 'Oh My God', 'Can I Get It', 'I Drink Wine', 'All Night Parking (with Erroll Garner) Interlude', 'Woman Like Me', 'Hold On', 'To Be Loved', 'Love Is A Game']","['13CVSGLSFl4UxpDVR6u3dq', '46IZ0fSY2mpAiktS3KOqds', '2DuPBbS5mIldXnh7Wum8Cy', '09u787BYeYIGd2mFIJ505t', '3Kkjo3cT83cw09VJyrLNwX', '6w8ZPYdnGajyfPddTWdthN', '6v0UJD4a2FtleHeSYVX02A', '496vIKS2INz840xZaKncvR', '2c6xRsQBv7pynuhYhWoHxo', '6bGMSP3H9YqkmaLnaJTIoF', '10ImcQk9tihY1EKMDIbvXJ', '2j3GxEsbNYNeEzz86wDY4J']"
4DOsPwJtokv6HEifZ6t5j6,VULTURES 1,"['¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$', '¥$']","['STARS', 'KEYS TO MY LIFE', 'PAID', 'TALKING', 'BACK TO ME', 'HOODRAT', 'DO IT', 'PAPERWORK', 'BURN', 'FUK SUMN', 'VULTURES', 'CARNIVAL', 'BEG FORGIVENESS', 'PROBLEMATIC', 'KING']","['5ogdIq5F70xEPB3kwiiecr', '4iVmy1j5C3XNxpN11RXRaO', '1OFgEELgwfTOt3WcBuOPxk', '2os3F2ZKbj02ZWXWAdWGFD', '3g9UquSEBErZiXSDa02YfG', '0Ah7O76JL0pyn84jI7NPbr', '1oNaDXXu9I4UCJ8Fh0Hfjg', '2jf0ooqmXMqaGqh0bdYsHR', '7BPadP3q9qwMkho3IMPU99', '0cbVD7WpHVdHUKwoolzhCZ', '3w9WvHLKSXOsW6aAw0yr1n', '2McT2fkH0VDqPsbiB9HWPq', '2anbsZVE7y9yhI4KD7QYI0', '7wOpdeL1e8nsK5fQwj40Ox', '0KXIsj1KjSNlGvNora6BA4']"
5CnpZV3q5BcESefcB3WJmz,Donda,"['Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West']","['Donda Chant', 'Jail', 'God Breathed', 'Off The Grid', 'Hurricane', 'Praise God', 'Jonah', 'Ok Ok', 'Junya', 'Believe What I Say', '24', 'Remote Control', 'Moon', 'Heaven and Hell', 'Donda', 'Keep My Spirit Alive', 'Jesus Lord', 'New Again', 'Tell The Vision', 'Lord I Need You', 'Pure Souls', 'Come to Life', 'No Child Left Behind', 'Jail pt 2', 'Ok Ok pt 2', 'Junya pt 2', 'Jesus Lord pt 2']","['7eSSmgq26BXr7xay3WKjfi', '6d8HN8MqqbqrEUI2bvx0aG', '5JaSg0AYyAMMLjyGGDrrCm', '6LNoArVBBVZzUTUiAX2aKO', '6Hfu9sc7jvv6coyy2LlzBF', '0WSEq9Ko4kFPt8yo3ICd6T', '35acXjupfWHgtchiS6yAjC', '5LuXsO34x6KVlL8OWsxRqk', '1jgcODbfAL3tV7tikF6n1j', '0JuSGEldfovcc8IS9va1wa', '68RhNM8ehkarnEKnCkqlsp', '45N9i9QraLWD6GW7xBqxnx', '7CC6UbCs4iGsePSzFxYxNn', '2Y40huo5ewaKYxsFintYtF', '4jkwu5KQbXXrbAZzVmt5fE', '7EagormFign5ag6f16ua3I', '1LwdWIbfuqlOo8vlHxkyna', '75QktuEju5vz9lyXiLaUao', '4OfnDoi5VOPsXtwnofq6aL', '5Iq6pIudd4KfuxZqf8872b', '5aqUqSq0SqGBAqEn27PEzc', '5xvXeuxISyXJDRbZZf4uzd', '3hd6zLhnTlbJ8PupYt3cAI', '2H8jWuNmluerTEsuh8Gu6y', '5ad5uryyzVWs95bK3myGkw', '2auYgZ1GcTkWj2bOaE2Wwm', '360VkSTITvF55weIKoaNTw']"
4SZko61aMnmgvNhfhgTuD3,Graduation,"['Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West']","['Good Morning', 'Champion', 'Stronger', 'I Wonder', 'Good Life', ""Can't Tell Me Nothing"", 'Barry Bonds', 'Drunk and Hot Girls', 'Flashing Lights', 'Everything I Am', 'The Glory', 'Homecoming', 'Big Brother', 'Good Night']","['6MXXY2eiWkpDCezVCc0cMH', '4UQMOPSUVJVicIQzjAcRRZ', '0j2T0R9dR9qdJYsB7ciXhf', '7rbECVPkY5UODxoOUVKZnA', '4ZPdLEztrlZqbJkgHNw54L', '0mEdbdeRFQwBhN4xfyIeUM', '7387VaiHpOsSIZ5nmjseya', '7DRuzSlhjKadgdsQRYZ0tr', '5TRPicyLGbAF2LGBFbHGvO', '0NrtwAmRAdLxua31SzHvXr', '0lWjRSzq5chA9fps3pM8Zr', '4iz9lGMjU1lXS51oPmUmTe', '2L47m9erkB5KBZcaqWtYen', '3bhyo2ED5Yd4RLydQBDtD6']"
20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy,"['Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West']","['Dark Fantasy', 'Gorgeous', 'POWER', 'All Of The Lights (Interlude)', 'All Of The Lights', 'Monster', 'So Appalled', 'Devil In A New Dress', 'Runaway', 'Hell Of A Life', 'Blame Game', 'Lost In The World', 'Who Will Survive In America']","['7yNK27ZTpHew0c55VvIJgm', '23SZWX2IaDnxmhFsSLvkG2', '2gZUPNdnz5Y45eiGxpHGSc', '4D6TpthzUVNTjWQqfBW5Kb', '22L7bfCiAkJo5xGSQgmiIO', '1ZHYJ2Wwgxes4m8Ba88PeK', '6K07Ahf6V7CAQn0ikrOztl', '1UGD3lW3tDmgZfAVDh6w7r', '3DK6m7It6Pw857FcQftMds', '3rCNmRonlHN1TXQLcG3dSk', '4EndPA8b6FDWYp1RgsnLEB', '2Im64pIz6m0EJKdUe6eZ8r', '4e5IPJxSGVWPsaxQzdRseN']"
7gsWAHLeT0w7es6FofOXk1,The Life Of Pablo,"['Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West', 'Kanye West']","['Ultralight Beam', 'Father Stretch My Hands Pt. 1', 'Pt. 2', 'Famous', 'Feedback', 'Low Lights', 'Highlights', 'Freestyle 4', 'I Love Kanye', 'Waves', 'FML', 'Real Friends', 'Wolves', ""Frank's Track"", 'Siiiiiiiiilver Surffffeeeeer Intermission', '30 Hours', 'No More Parties In LA', 'Facts (Charlie Heat Version)', 'Fade', 'Saint Pablo']","['1eQBEelI2NCy7AUTerX0KS', '4KW1lqgSr8TKrvBII0Brf8', '1Wsbr1d2BouNGk2q92mIj7', '19a3JfW8BQwqHWUMbcqSx8', '49fT6owWuknekShh9utsjv', '36o4taPyOdnOMf01ERmn9a', '4qYLPta5HZ36idWiXtqh7B', '6wfzokDylbrJzrJcpnBkcy', '5CGS4UovzA7ftCJkLVXQju', '3nAq2hCr1oWsIU54tS98pL', '30Zcjs7pgEkmJA1lEbGSWT', '66Q3fAmSX5eHamgbKa9alP', '432hUIl3ISDeytYW5XBQ5h', '20r94xA0bsYNLtYSiOE6r3', '1ZnA4VYOlYIShuGt60LmCs', '2CHmgtK8OCL28WtIK96u4N', '0zLClc0emc6qUeV1p5nc99', '3MnbXlC1N7GdS9M8HzA6no', '3cCxoOgfi6hgt8MNteuiiD', '1o0kWPueYo94LIjPYOE5Nf']"
